Epoch 01 | Loss: 1.9928 | Train Acc: 0.3296 | Val Acc: 0.5437 | Time: 844.04s
Epoch 38 | Loss: 0.5869 | Train Acc: 0.7195 | Val Acc: 0.6924 | Time: 842.72s
Epoch 39 | Loss: 0.5945 | Train Acc: 0.7158 | Val Acc: 0.6848 | Time: 842.99s
Epoch 40 | Loss: 0.5769 | Train Acc: 0.7266 | Val Acc: 0.6924 | Time: 843.03s
Epoch 41 | Loss: 0.5413 | Train Acc: 0.7375 | Val Acc: 0.7034 | Time: 842.46s
Epoch 42 | Loss: 0.5394 | Train Acc: 0.7407 | Val Acc: 0.6910 | Time: 842.34s
Epoch 43 | Loss: 0.5530 | Train Acc: 0.7392 | Val Acc: 0.6875 | Time: 842.57s
Epoch 44 | Loss: 0.5361 | Train Acc: 0.7397 | Val Acc: 0.6924 | Time: 842.83s
Epoch 45 | Loss: 0.5179 | Train Acc: 0.7487 | Val Acc: 0.7192 | Time: 842.15s
Epoch 46 | Loss: 0.5181 | Train Acc: 0.7486 | Val Acc: 0.7082 | Time: 842.70s
Epoch 47 | Loss: 0.5092 | Train Acc: 0.7535 | Val Acc: 0.7130 | Time: 842.49s
Epoch 48 | Loss: 0.5238 | Train Acc: 0.7456 | Val Acc: 0.6972 | Time: 842.61s
Epoch 49 | Loss: 0.4809 | Train Acc: 0.7592 | Val Acc: 0.6848 | Time: 842.26s
Epoch 50 | Loss: 0.4797 | Train Acc: 0.7658 | Val Acc: 0.7137 | Time: 842.21s
Epoch 51 | Loss: 0.4887 | Train Acc: 0.7568 | Val Acc: 0.6896 | Time: 842.44s
Epoch 52 | Loss: 0.4662 | Train Acc: 0.7683 | Val Acc: 0.6655 | Time: 842.04s
Epoch 53 | Loss: 0.4728 | Train Acc: 0.7648 | Val Acc: 0.7027 | Time: 842.26s
Epoch 54 | Loss: 0.4710 | Train Acc: 0.7700 | Val Acc: 0.7096 | Time: 841.89s
Epoch 55 | Loss: 0.4323 | Train Acc: 0.7810 | Val Acc: 0.6979 | Time: 842.04s
Epoch 56 | Loss: 0.4511 | Train Acc: 0.7761 | Val Acc: 0.7144 | Time: 842.20s
Epoch 57 | Loss: 0.4326 | Train Acc: 0.7801 | Val Acc: 0.7309 | Time: 842.43s
Epoch 58 | Loss: 0.4177 | Train Acc: 0.7910 | Val Acc: 0.7137 | Time: 842.31s
Epoch 59 | Loss: 0.4135 | Train Acc: 0.7899 | Val Acc: 0.7158 | Time: 842.08s
Epoch 60 | Loss: 0.3886 | Train Acc: 0.8008 | Val Acc: 0.7054 | Time: 841.93s
Epoch 61 | Loss: 0.3777 | Train Acc: 0.8046 | Val Acc: 0.6965 | Time: 841.65s
Epoch 62 | Loss: 0.3822 | Train Acc: 0.8031 | Val Acc: 0.7192 | Time: 841.67s
Epoch 63 | Loss: 0.3814 | Train Acc: 0.8063 | Val Acc: 0.6917 | Time: 840.75s
Epoch 64 | Loss: 0.3809 | Train Acc: 0.8084 | Val Acc: 0.7109 | Time: 840.97s
Epoch 65 | Loss: 0.3907 | Train Acc: 0.7979 | Val Acc: 0.6924 | Time: 841.35s
Epoch 66 | Loss: 0.3677 | Train Acc: 0.8075 | Val Acc: 0.7199 | Time: 841.47s
Epoch 67 | Loss: 0.3496 | Train Acc: 0.8178 | Val Acc: 0.6889 | Time: 841.06s
Epoch 68 | Loss: 0.3420 | Train Acc: 0.8202 | Val Acc: 0.7068 | Time: 841.08s
Epoch 69 | Loss: 0.3393 | Train Acc: 0.8273 | Val Acc: 0.7233 | Time: 840.52s
Epoch 70 | Loss: 0.3170 | Train Acc: 0.8353 | Val Acc: 0.7027 | Time: 840.74s
Epoch 71 | Loss: 0.3076 | Train Acc: 0.8407 | Val Acc: 0.7109 | Time: 852.58s
Epoch 72 | Loss: 0.3181 | Train Acc: 0.8375 | Val Acc: 0.6992 | Time: 840.54s
Epoch 73 | Loss: 0.2855 | Train Acc: 0.8507 | Val Acc: 0.7075 | Time: 840.33s
Epoch 74 | Loss: 0.3256 | Train Acc: 0.8329 | Val Acc: 0.6986 | Time: 849.00s
Epoch 75 | Loss: 0.3095 | Train Acc: 0.8402 | Val Acc: 0.6621 | Time: 842.92s
Epoch 76 | Loss: 0.3264 | Train Acc: 0.8361 | Val Acc: 0.7034 | Time: 840.57s
Epoch 77 | Loss: 0.2771 | Train Acc: 0.8558 | Val Acc: 0.6944 | Time: 839.94s
Epoch 78 | Loss: 0.3180 | Train Acc: 0.8341 | Val Acc: 0.7096 | Time: 840.31s
Epoch 79 | Loss: 0.2733 | Train Acc: 0.8501 | Val Acc: 0.7137 | Time: 840.00s
Epoch 80 | Loss: 0.2727 | Train Acc: 0.8582 | Val Acc: 0.7013 | Time: 839.68s

Training complete in 67480.21 seconds.
